Día de la semana,Hora de inicio,Hora de fin,Estación de origen,Estación de destino,Número de pasajeros,Nivel de congestión,Clima
Miércoles,15:00,18:00,Portal Sur,Héroes,68,Alta,Soleado
Jueves,6:00,9:00,Calle 26,Portal Norte,29,Baja,Soleado
Domingo,15:00,18:00,Calle 72,Av. Jiménez,19,Baja,Nublado
Lunes,15:00,18:00,Calle 100,Portal Norte,29,Moderada,Soleado
Viernes,12:00,15:00,Calle 100,Portal Norte,16,Baja,Lluvioso
Sábado,18:00,21:00,Calle 100,Av. Jiménez,47,Moderada,Lluvioso
Martes,21:00,24:00,Portal Norte,Portal Sur,8,Baja,Soleado
Lunes,6:00,9:00,Calle 26,Portal Norte,7,Baja,Soleado
Viernes,12:00,15:00,Calle 26,Av. Jiménez,17,Baja,Nublado
Martes,12:00,15:00,Héroes,Calle 100,22,Baja,Soleado
Domingo,21:00,24:00,Calle 72,Calle 26,8,Baja,Nublado
Domingo,12:00,15:00,Portal Norte,Calle 72,55,Moderada,Lluvioso
Viernes,15:00,18:00,Calle 100,Portal Norte,19,Baja,Nublado
Viernes,9:00,12:00,Portal Sur,Héroes,67,Alta,Lluvioso
Jueves,15:00,18:00,Calle 100,Portal Sur,4,Baja,Nublado
Martes,21:00,24:00,Calle 72,Calle 26,17,Baja,Nublado
Lunes,6:00,9:00,Portal Sur,Calle 26,80,Alta,Soleado
Sábado,12:00,15:00,Calle 72,Calle 26,6,Baja,Soleado
Lunes,6:00,9:00,Calle 26,Portal Norte,80,Alta,Nublado
Lunes,15:00,18:00,Calle 100,Calle 72,12,Baja,Soleado
Lunes,18:00,21:00,Portal Norte,Portal Sur,80,Alta,Nublado
Lunes,12:00,15:00,Calle 26,Héroes,80,Alta,Nublado
Lunes,12:00,15:00,Portal Norte,Portal Sur,80,Alta,Nublado
Lunes,15:00,18:00,Portal Norte,Calle 100,67,Alta,Soleado
Lunes,9:00,12:00,Héroes,Portal Norte,1,Baja,Lluvioso
Domingo,12:00,15:00,Calle 100,Av. Jiménez,11,Baja,Nublado
Jueves,18:00,21:00,Calle 26,Portal Sur,69,Alta,Soleado
Lunes,15:00,18:00,Héroes,Portal Sur,71,Alta,Lluvioso
Domingo,12:00,15:00,Portal Norte,Portal Sur,40,Moderada,Nublado
Sábado,12:00,15:00,Av. Jiménez,Héroes,39,Baja,Soleado
Miércoles,9:00,12:00,Av. Jiménez,Calle 26,84,Alta,Lluvioso
Miércoles,21:00,24:00,Héroes,Calle 26,46,Moderada,Lluvioso
Sábado,15:00,18:00,Portal Sur,Calle 72,41,Moderada,Nublado
Lunes,15:00,18:00,Héroes,Av. Jiménez,13,Baja,Soleado
Domingo,6:00,9:00,Calle 72,Calle 26,81,Alta,Nublado
Jueves,21:00,24:00,Portal Norte,Calle 26,4,Baja,Lluvioso
Martes,6:00,9:00,Portal Sur,Héroes,9,Baja,Lluvioso
Miércoles,6:00,9:00,Calle 100,Av. Jiménez,41,Moderada,Nublado
Jueves,18:00,21:00,Portal Norte,Calle 72,7,Baja,Nublado
Viernes,15:00,18:00,Portal Sur,Portal Norte,80,Alta,Nublado
Martes,18:00,21:00,Héroes,Av. Jiménez,16,Baja,Soleado
Miércoles,18:00,21:00,Av. Jiménez,Héroes,61,Alta,Soleado
Miércoles,18:00,21:00,Portal Norte,Héroes,9,Baja,Nublado
Lunes,21:00,24:00,Portal Sur,Calle 100,80,Alta,Soleado
Miércoles,9:00,12:00,Calle 72,Calle 26,21,Moderada,Soleado
Martes,9:00,12:00,Calle 72,Portal Norte,16,Baja,Nublado
Viernes,6:00,9:00,Portal Sur,Calle 26,28,Moderada,Soleado
Miércoles,15:00,18:00,Calle 26,Portal Sur,90,Alta,Lluvioso
Miércoles,6:00,9:00,Av. Jiménez,Calle 100,62,Alta,Soleado
Jueves,21:00,24:00,Portal Sur,Héroes,41,Moderada,Nublado
Viernes,15:00,18:00,Héroes,Av. Jiménez,14,Baja,Lluvioso
Domingo,12:00,15:00,Calle 100,Héroes,14,Baja,Lluvioso
Domingo,21:00,24:00,Calle 26,Portal Norte,20,Baja,Nublado
Domingo,15:00,18:00,Av. Jiménez,Portal Norte,73,Alta,Lluvioso
Sábado,15:00,18:00,Av. Jiménez,Calle 26,2,Baja,Soleado
Lunes,18:00,21:00,Av. Jiménez,Calle 100,14,Baja,Lluvioso
Martes,18:00,21:00,Calle 100,Calle 72,82,Alta,Lluvioso
Martes,15:00,18:00,Calle 26,Calle 100,65,Alta,Soleado
Sábado,18:00,21:00,Calle 26,Portal Norte,61,Alta,Soleado
Miércoles,12:00,15:00,Portal Sur,Calle 100,19,Baja,Nublado
Domingo,15:00,18:00,Portal Sur,Portal Norte,0,Baja,Nublado
Miércoles,6:00,9:00,Héroes,Portal Sur,18,Baja,Lluvioso
Lunes,12:00,15:00,Héroes,Calle 100,54,Moderada,Lluvioso
Martes,9:00,12:00,Calle 100,Calle 72,80,Alta,Nublado
Martes,9:00,12:00,Calle 100,Héroes,34,Moderada,Soleado
Sábado,12:00,15:00,Calle 100,Portal Sur,77,Alta,Soleado
Lunes,15:00,18:00,Calle 26,Héroes,40,Moderada,Nublado
Domingo,15:00,18:00,Portal Sur,Héroes,41,Moderada,Nublado
Jueves,6:00,9:00,Héroes,Av. Jiménez,40,Moderada,Lluvioso
Domingo,6:00,9:00,Héroes,Calle 100,22,Moderada,Soleado
Lunes,12:00,15:00,Héroes,Av. Jiménez,5,Baja,Nublado
Sábado,18:00,21:00,Calle 72,Portal Norte,11,Baja,Nublado
Sábado,21:00,24:00,Héroes,Av. Jiménez,73,Alta,Soleado
Miércoles,15:00,18:00,Portal Norte,Calle 26,47,Moderada,Lluvioso
Jueves,6:00,9:00,Portal Norte,Portal Sur,76,Alta,Soleado
Jueves,18:00,21:00,Calle 100,Calle 72,62,Alta,Soleado
Domingo,21:00,24:00,Héroes,Calle 100,15,Baja,Lluvioso
Domingo,18:00,21:00,Av. Jiménez,Héroes,52,Moderada,Lluvioso
Domingo,12:00,15:00,Calle 72,Calle 100,70,Alta,Soleado
Miércoles,15:00,18:00,Portal Norte,Héroes,4,Baja,Lluvioso
Martes,15:00,18:00,Portal Norte,Calle 100,42,Moderada,Lluvioso
Miércoles,18:00,21:00,Calle 26,Calle 100,41,Moderada,Nublado
Lunes,12:00,15:00,Portal Norte,Portal Sur,37,Moderada,Soleado
Lunes,18:00,21:00,Portal Norte,Calle 26,65,Alta,Lluvioso
Jueves,9:00,12:00,Calle 100,Portal Sur,26,Baja,Soleado
Domingo,15:00,18:00,Av. Jiménez,Portal Sur,40,Moderada,Soleado
Sábado,9:00,12:00,Portal Sur,Calle 72,75,Alta,Soleado
Sábado,18:00,21:00,Portal Norte,Calle 100,80,Alta,Nublado
Lunes,15:00,18:00,Calle 100,Portal Norte,70,Alta,Soleado
Martes,12:00,15:00,Héroes,Calle 26,20,Baja,Nublado
Miércoles,9:00,12:00,Calle 100,Portal Norte,10,Baja,Nublado
Sábado,6:00,9:00,Calle 100,Av. Jiménez,83,Alta,Lluvioso
Miércoles,18:00,21:00,Calle 72,Portal Norte,80,Alta,Nublado
Domingo,15:00,18:00,Héroes,Calle 72,31,Moderada,Soleado
Domingo,21:00,24:00,Calle 26,Héroes,18,Baja,Lluvioso
Martes,6:00,9:00,Héroes,Calle 72,67,Alta,Lluvioso
Jueves,9:00,12:00,Héroes,Calle 100,37,Baja,Soleado
Domingo,9:00,12:00,Portal Norte,Calle 26,53,Moderada,Lluvioso
Miércoles,9:00,12:00,Héroes,Av. Jiménez,18,Baja,Lluvioso
Domingo,21:00,24:00,Calle 26,Calle 100,87,Alta,Lluvioso
Miércoles,6:00,9:00,Calle 100,Calle 72,0,Baja,Nublado
Jueves,12:00,15:00,Calle 100,Portal Sur,81,Alta,Nublado
Sábado,12:00,15:00,Portal Sur,Héroes,81,Alta,Nublado
Martes,9:00,12:00,Héroes,Av. Jiménez,78,Alta,Lluvioso
Miércoles,9:00,12:00,Héroes,Calle 100,11,Baja,Nublado
Sábado,6:00,9:00,Héroes,Portal Norte,61,Alta,Lluvioso
Viernes,15:00,18:00,Portal Sur,Héroes,5,Baja,Nublado
Miércoles,21:00,24:00,Calle 100,Calle 26,39,Moderada,Soleado
Viernes,15:00,18:00,Portal Sur,Calle 72,6,Baja,Lluvioso
Jueves,12:00,15:00,Portal Norte,Portal Sur,41,Moderada,Nublado
Sábado,21:00,24:00,Calle 26,Calle 100,4,Baja,Nublado
Lunes,6:00,9:00,Calle 100,Av. Jiménez,13,Baja,Lluvioso
Jueves,9:00,12:00,Calle 100,Héroes,66,Alta,Soleado
Miércoles,18:00,21:00,Calle 72,Calle 26,81,Alta,Nublado
Miércoles,12:00,15:00,Portal Sur,Portal Norte,21,Baja,Nublado
Viernes,15:00,18:00,Av. Jiménez,Portal Norte,40,Moderada,Nublado
Lunes,15:00,18:00,Calle 100,Portal Sur,72,Alta,Soleado
Viernes,21:00,24:00,Calle 26,Héroes,6,Baja,Nublado
Sábado,15:00,18:00,Calle 72,Portal Norte,71,Alta,Soleado
Lunes,15:00,18:00,Av. Jiménez,Portal Norte,44,Moderada,Lluvioso
Lunes,18:00,21:00,Calle 100,Portal Norte,28,Baja,Soleado
Miércoles,18:00,21:00,Calle 100,Portal Norte,51,Moderada,Lluvioso
Sábado,6:00,9:00,Calle 72,Héroes,18,Baja,Lluvioso
Martes,6:00,9:00,Calle 100,Portal Sur,4,Baja,Nublado
Sábado,12:00,15:00,Calle 72,Calle 26,52,Moderada,Lluvioso
Domingo,12:00,15:00,Av. Jiménez,Calle 72,1,Baja,Lluvioso
Lunes,12:00,15:00,Héroes,Calle 26,20,Baja,Soleado
Domingo,21:00,24:00,Calle 26,Portal Norte,15,Baja,Soleado
Martes,21:00,24:00,Calle 26,Portal Sur,23,Baja,Soleado
Domingo,12:00,15:00,Héroes,Calle 100,80,Alta,Nublado
Viernes,18:00,21:00,Portal Norte,Av. Jiménez,16,Baja,Nublado
Sábado,6:00,9:00,Portal Sur,Portal Norte,28,Baja,Soleado
Martes,9:00,12:00,Calle 26,Av. Jiménez,83,Alta,Lluvioso
Sábado,15:00,18:00,Portal Sur,Av. Jiménez,28,Moderada,Soleado
Viernes,6:00,9:00,Calle 100,Av. Jiménez,19,Baja,Nublado
Miércoles,6:00,9:00,Héroes,Calle 72,37,Moderada,Soleado
Viernes,6:00,9:00,Calle 26,Portal Sur,41,Moderada,Nublado
Martes,15:00,18:00,Calle 72,Av. Jiménez,80,Alta,Nublado
Lunes,15:00,18:00,Portal Norte,Calle 72,14,Baja,Lluvioso
Sábado,15:00,18:00,Calle 100,Calle 72,33,Moderada,Soleado
Sábado,15:00,18:00,Calle 72,Héroes,11,Baja,Nublado
Jueves,15:00,18:00,Portal Sur,Calle 100,0,Baja,Nublado
Jueves,12:00,15:00,Calle 26,Portal Sur,96,Alta,Lluvioso
Viernes,6:00,9:00,Portal Norte,Portal Sur,67,Alta,Soleado
Sábado,21:00,24:00,Av. Jiménez,Portal Norte,6,Baja,Nublado
Sábado,15:00,18:00,Portal Sur,Calle 72,9,Baja,Lluvioso
Sábado,6:00,9:00,Av. Jiménez,Calle 72,14,Baja,Nublado
Jueves,18:00,21:00,Calle 72,Av. Jiménez,40,Moderada,Nublado
Jueves,18:00,21:00,Av. Jiménez,Calle 100,80,Alta,Nublado
Sábado,18:00,21:00,Av. Jiménez,Portal Sur,81,Alta,Nublado
Martes,21:00,24:00,Calle 72,Portal Sur,6,Baja,Nublado
Miércoles,12:00,15:00,Av. Jiménez,Portal Sur,87,Alta,Lluvioso
Sábado,12:00,15:00,Av. Jiménez,Héroes,75,Alta,Soleado
Lunes,21:00,24:00,Calle 100,Calle 26,44,Moderada,Lluvioso
Domingo,9:00,12:00,Calle 72,Portal Sur,30,Moderada,Soleado
Viernes,18:00,21:00,Calle 100,Héroes,38,Baja,Soleado
Jueves,9:00,12:00,Portal Sur,Portal Norte,76,Alta,Soleado
Lunes,15:00,18:00,Calle 26,Portal Sur,62,Alta,Lluvioso
Jueves,18:00,21:00,Calle 26,Portal Sur,67,Alta,Lluvioso
Martes,21:00,24:00,Héroes,Calle 26,11,Baja,Lluvioso
Jueves,12:00,15:00,Av. Jiménez,Portal Norte,40,Baja,Soleado
Sábado,15:00,18:00,Av. Jiménez,Calle 100,44,Moderada,Lluvioso
Jueves,15:00,18:00,Portal Norte,Calle 100,68,Alta,Soleado
Domingo,15:00,18:00,Portal Sur,Calle 100,2,Baja,Lluvioso
Sábado,12:00,15:00,Calle 100,Calle 26,41,Moderada,Nublado
Martes,6:00,9:00,Av. Jiménez,Héroes,80,Alta,Nublado
Sábado,18:00,21:00,Calle 100,Héroes,21,Baja,Soleado
Viernes,9:00,12:00,Calle 100,Calle 72,41,Moderada,Lluvioso
Sábado,18:00,21:00,Av. Jiménez,Calle 72,28,Baja,Soleado
Miércoles,15:00,18:00,Héroes,Calle 26,3,Baja,Soleado
Sábado,9:00,12:00,Héroes,Calle 26,40,Moderada,Soleado
Domingo,6:00,9:00,Av. Jiménez,Calle 100,82,Alta,Lluvioso
Lunes,21:00,24:00,Calle 26,Calle 72,55,Moderada,Lluvioso
Jueves,18:00,21:00,Calle 72,Calle 100,59,Moderada,Lluvioso
Domingo,9:00,12:00,Av. Jiménez,Calle 100,6,Baja,Soleado
Martes,15:00,18:00,Calle 72,Portal Norte,5,Baja,Nublado
Martes,18:00,21:00,Calle 72,Héroes,40,Moderada,Nublado
Jueves,6:00,9:00,Calle 72,Portal Norte,45,Moderada,Lluvioso
Jueves,18:00,21:00,Portal Sur,Calle 72,81,Alta,Lluvioso
Jueves,18:00,21:00,Calle 26,Héroes,36,Moderada,Soleado
Jueves,12:00,15:00,Calle 72,Portal Norte,81,Alta,Lluvioso
Lunes,9:00,12:00,Portal Sur,Portal Norte,80,Alta,Soleado
Sábado,9:00,12:00,Av. Jiménez,Portal Sur,87,Alta,Lluvioso
Lunes,18:00,21:00,Av. Jiménez,Calle 72,81,Alta,Nublado
Lunes,18:00,21:00,Portal Norte,Héroes,64,Alta,Soleado
Lunes,9:00,12:00,Héroes,Av. Jiménez,33,Moderada,Soleado
Martes,6:00,9:00,Portal Sur,Calle 100,69,Alta,Soleado
Miércoles,15:00,18:00,Av. Jiménez,Calle 72,17,Baja,Nublado
Martes,21:00,24:00,Portal Sur,Portal Norte,73,Alta,Soleado
Jueves,21:00,24:00,Av. Jiménez,Calle 72,9,Baja,Lluvioso
Domingo,15:00,18:00,Calle 72,Calle 26,66,Alta,Soleado
Viernes,12:00,15:00,Portal Norte,Av. Jiménez,62,Alta,Soleado
Jueves,6:00,9:00,Portal Norte,Calle 100,9,Baja,Soleado
Domingo,12:00,15:00,Portal Sur,Av. Jiménez,22,Moderada,Soleado
Sábado,9:00,12:00,Av. Jiménez,Calle 26,79,Alta,Lluvioso
Martes,21:00,24:00,Calle 100,Av. Jiménez,65,Alta,Soleado
Viernes,6:00,9:00,Portal Norte,Portal Sur,19,Baja,Nublado
Miércoles,18:00,21:00,Calle 26,Calle 100,63,Alta,Lluvioso
Lunes,15:00,18:00,Portal Norte,Av. Jiménez,20,Baja,Nublado
Martes,6:00,9:00,Portal Norte,Calle 100,40,Moderada,Lluvioso
Domingo,15:00,18:00,Calle 26,Calle 100,69,Alta,Soleado
Domingo,12:00,15:00,Portal Norte,Calle 72,65,Alta,Lluvioso
Martes,9:00,12:00,Héroes,Calle 100,59,Moderada,Lluvioso
Domingo,21:00,24:00,Héroes,Portal Norte,80,Alta,Nublado
Sábado,9:00,12:00,Calle 100,Calle 72,31,Moderada,Soleado
Jueves,12:00,15:00,Calle 100,Calle 72,80,Alta,Lluvioso
Jueves,6:00,9:00,Calle 72,Av. Jiménez,9,Baja,Nublado
Miércoles,21:00,24:00,Portal Sur,Av. Jiménez,80,Alta,Nublado
Miércoles,21:00,24:00,Héroes,Calle 72,1,Baja,Nublado
Viernes,12:00,15:00,Calle 100,Calle 26,8,Baja,Lluvioso
Viernes,12:00,15:00,Portal Norte,Calle 72,88,Alta,Lluvioso
Miércoles,15:00,18:00,Portal Sur,Calle 26,40,Moderada,Soleado
Miércoles,21:00,24:00,Av. Jiménez,Calle 26,73,Alta,Lluvioso
Sábado,18:00,21:00,Calle 72,Héroes,26,Moderada,Soleado
Lunes,21:00,24:00,Portal Norte,Calle 72,40,Moderada,Soleado
Lunes,15:00,18:00,Av. Jiménez,Héroes,20,Baja,Nublado
Miércoles,18:00,21:00,Héroes,Av. Jiménez,75,Alta,Soleado
Domingo,15:00,18:00,Calle 26,Calle 100,5,Baja,Soleado
Miércoles,21:00,24:00,Héroes,Calle 72,71,Alta,Soleado
Sábado,12:00,15:00,Héroes,Av. Jiménez,81,Alta,Nublado
Miércoles,6:00,9:00,Calle 100,Portal Norte,42,Moderada,Lluvioso
Miércoles,12:00,15:00,Héroes,Calle 100,75,Alta,Lluvioso
Martes,18:00,21:00,Calle 72,Calle 100,95,Alta,Lluvioso
Domingo,21:00,24:00,Portal Sur,Portal Norte,40,Moderada,Nublado
Sábado,18:00,21:00,Calle 72,Calle 26,74,Alta,Lluvioso
Domingo,6:00,9:00,Héroes,Portal Sur,36,Moderada,Soleado
Lunes,18:00,21:00,Av. Jiménez,Portal Sur,44,Moderada,Lluvioso
Viernes,18:00,21:00,Calle 100,Héroes,81,Alta,Nublado
Sábado,18:00,21:00,Portal Sur,Calle 100,33,Baja,Soleado
Sábado,15:00,18:00,Calle 100,Portal Norte,21,Moderada,Soleado
Lunes,21:00,24:00,Calle 26,Calle 100,40,Moderada,Lluvioso
Sábado,6:00,9:00,Av. Jiménez,Portal Sur,17,Baja,Soleado
Viernes,12:00,15:00,Calle 72,Portal Sur,41,Moderada,Nublado
Martes,18:00,21:00,Calle 26,Portal Norte,81,Alta,Nublado
Miércoles,9:00,12:00,Héroes,Calle 100,13,Baja,Soleado
Sábado,12:00,15:00,Av. Jiménez,Portal Norte,64,Alta,Lluvioso
Lunes,6:00,9:00,Calle 100,Calle 26,79,Alta,Lluvioso
Miércoles,9:00,12:00,Calle 100,Portal Sur,80,Alta,Soleado
Viernes,18:00,21:00,Calle 26,Calle 72,72,Alta,Lluvioso
Miércoles,12:00,15:00,Calle 72,Calle 100,5,Baja,Nublado
Sábado,15:00,18:00,Portal Norte,Calle 100,53,Moderada,Lluvioso
Lunes,6:00,9:00,Av. Jiménez,Portal Norte,41,Moderada,Nublado
Miércoles,15:00,18:00,Calle 100,Calle 26,27,Moderada,Soleado
Jueves,15:00,18:00,Av. Jiménez,Portal Norte,62,Alta,Lluvioso
Jueves,6:00,9:00,Portal Sur,Calle 72,40,Moderada,Nublado
Jueves,12:00,15:00,Calle 72,Portal Norte,73,Alta,Soleado
Sábado,21:00,24:00,Av. Jiménez,Calle 100,81,Alta,Lluvioso
Martes,9:00,12:00,Portal Sur,Calle 100,28,Moderada,Soleado
Sábado,15:00,18:00,Héroes,Calle 72,61,Alta,Soleado
Jueves,12:00,15:00,Calle 72,Portal Sur,43,Moderada,Lluvioso
Domingo,6:00,9:00,Calle 26,Portal Sur,34,Baja,Soleado
Viernes,15:00,18:00,Calle 72,Calle 26,87,Alta,Lluvioso
Viernes,9:00,12:00,Héroes,Calle 100,17,Baja,Nublado
Lunes,18:00,21:00,Portal Norte,Calle 72,56,Moderada,Lluvioso
Miércoles,12:00,15:00,Portal Norte,Calle 100,17,Baja,Nublado
Martes,9:00,12:00,Portal Sur,Calle 26,12,Baja,Lluvioso
Sábado,18:00,21:00,Portal Sur,Portal Norte,12,Baja,Soleado
Jueves,15:00,18:00,Av. Jiménez,Portal Norte,41,Moderada,Nublado
Jueves,12:00,15:00,Calle 72,Calle 100,72,Alta,Soleado
Miércoles,9:00,12:00,Portal Norte,Portal Sur,24,Moderada,Soleado
Jueves,21:00,24:00,Calle 72,Héroes,58,Moderada,Lluvioso
Miércoles,9:00,12:00,Calle 72,Calle 26,40,Moderada,Nublado
Viernes,21:00,24:00,Av. Jiménez,Calle 100,20,Baja,Lluvioso
Viernes,6:00,9:00,Calle 100,Héroes,80,Alta,Nublado
Jueves,12:00,15:00,Av. Jiménez,Calle 26,80,Alta,Nublado
Domingo,12:00,15:00,Portal Sur,Av. Jiménez,78,Alta,Lluvioso
Domingo,15:00,18:00,Portal Sur,Calle 100,15,Baja,Soleado
Martes,6:00,9:00,Calle 100,Calle 26,40,Moderada,Nublado
Domingo,12:00,15:00,Héroes,Calle 100,80,Alta,Nublado
Sábado,21:00,24:00,Portal Sur,Calle 26,20,Baja,Lluvioso
Jueves,9:00,12:00,Av. Jiménez,Portal Sur,93,Alta,Lluvioso
Martes,21:00,24:00,Av. Jiménez,Portal Norte,81,Alta,Lluvioso
Martes,9:00,12:00,Av. Jiménez,Calle 100,75,Alta,Soleado
Miércoles,21:00,24:00,Portal Sur,Héroes,5,Baja,Lluvioso
Viernes,9:00,12:00,Calle 26,Calle 72,24,Moderada,Soleado
Domingo,15:00,18:00,Héroes,Calle 72,11,Baja,Lluvioso
Martes,21:00,24:00,Calle 26,Calle 72,40,Moderada,Nublado
Lunes,9:00,12:00,Portal Sur,Héroes,28,Baja,Soleado
Sábado,21:00,24:00,Calle 72,Calle 100,3,Baja,Nublado
Sábado,21:00,24:00,Av. Jiménez,Portal Sur,66,Alta,Lluvioso
Lunes,6:00,9:00,Portal Sur,Portal Norte,34,Moderada,Soleado
Sábado,6:00,9:00,Calle 100,Portal Norte,15,Baja,Soleado
Lunes,18:00,21:00,Calle 26,Portal Sur,80,Alta,Nublado
Sábado,15:00,18:00,Calle 26,Portal Norte,67,Alta,Soleado
Martes,6:00,9:00,Calle 72,Portal Sur,13,Baja,Nublado
Sábado,9:00,12:00,Calle 72,Portal Norte,16,Baja,Nublado
Martes,18:00,21:00,Portal Norte,Calle 72,64,Alta,Soleado
Miércoles,6:00,9:00,Portal Norte,Portal Sur,69,Alta,Lluvioso
Viernes,18:00,21:00,Portal Norte,Calle 100,41,Moderada,Nublado
Sábado,12:00,15:00,Portal Norte,Calle 72,81,Alta,Nublado
Jueves,15:00,18:00,Portal Sur,Héroes,14,Baja,Nublado
Lunes,18:00,21:00,Av. Jiménez,Calle 72,10,Baja,Nublado
Jueves,18:00,21:00,Héroes,Portal Sur,13,Baja,Soleado
Domingo,12:00,15:00,Calle 72,Portal Sur,68,Alta,Soleado
Lunes,15:00,18:00,Héroes,Av. Jiménez,99,Alta,Lluvioso
Sábado,12:00,15:00,Calle 72,Calle 26,61,Alta,Lluvioso
Jueves,12:00,15:00,Portal Sur,Av. Jiménez,5,Baja,Lluvioso
Martes,18:00,21:00,Av. Jiménez,Calle 100,40,Moderada,Nublado
Viernes,12:00,15:00,Calle 72,Portal Norte,6,Baja,Lluvioso
Jueves,21:00,24:00,Av. Jiménez,Héroes,10,Baja,Nublado
Miércoles,15:00,18:00,Calle 72,Portal Sur,41,Moderada,Lluvioso
Lunes,6:00,9:00,Portal Sur,Calle 100,35,Baja,Soleado
Sábado,21:00,24:00,Portal Norte,Calle 100,2,Baja,Lluvioso
Domingo,12:00,15:00,Calle 100,Calle 26,43,Moderada,Lluvioso
Miércoles,12:00,15:00,Calle 26,Calle 100,52,Moderada,Lluvioso
Sábado,12:00,15:00,Portal Sur,Calle 72,80,Alta,Lluvioso
Domingo,15:00,18:00,Héroes,Calle 26,81,Alta,Nublado
Lunes,9:00,12:00,Portal Sur,Calle 100,41,Moderada,Nublado
Sábado,12:00,15:00,Av. Jiménez,Portal Sur,33,Baja,Soleado
Sábado,15:00,18:00,Portal Norte,Av. Jiménez,67,Alta,Lluvioso
Miércoles,6:00,9:00,Calle 72,Portal Sur,19,Baja,Lluvioso
Miércoles,15:00,18:00,Portal Norte,Calle 72,25,Baja,Soleado
Martes,6:00,9:00,Portal Sur,Calle 26,57,Moderada,Lluvioso
Miércoles,15:00,18:00,Héroes,Portal Norte,40,Moderada,Nublado
Miércoles,15:00,18:00,Calle 72,Av. Jiménez,78,Alta,Lluvioso
Miércoles,9:00,12:00,Calle 72,Calle 100,41,Moderada,Nublado
Jueves,15:00,18:00,Calle 100,Portal Sur,10,Baja,Lluvioso
Miércoles,21:00,24:00,Héroes,Portal Sur,49,Moderada,Lluvioso
Sábado,21:00,24:00,Portal Norte,Calle 72,46,Moderada,Lluvioso
Jueves,15:00,18:00,Héroes,Calle 26,84,Alta,Lluvioso
Jueves,6:00,9:00,Calle 72,Héroes,40,Moderada,Nublado
Domingo,21:00,24:00,Av. Jiménez,Héroes,17,Baja,Nublado
Domingo,18:00,21:00,Portal Norte,Portal Sur,28,Moderada,Soleado
Domingo,18:00,21:00,Calle 72,Calle 100,40,Moderada,Nublado
Lunes,21:00,24:00,Héroes,Av. Jiménez,1,Baja,Soleado
Miércoles,9:00,12:00,Av. Jiménez,Héroes,73,Alta,Soleado
Lunes,21:00,24:00,Portal Norte,Av. Jiménez,88,Alta,Lluvioso
Jueves,9:00,12:00,Av. Jiménez,Calle 26,65,Alta,Soleado
Sábado,12:00,15:00,Portal Sur,Calle 26,81,Alta,Nublado
Martes,9:00,12:00,Héroes,Portal Sur,50,Moderada,Lluvioso
Viernes,12:00,15:00,Calle 26,Calle 72,41,Moderada,Nublado
Sábado,21:00,24:00,Av. Jiménez,Calle 26,73,Alta,Soleado
Lunes,21:00,24:00,Av. Jiménez,Portal Sur,22,Moderada,Soleado
Domingo,6:00,9:00,Portal Norte,Calle 26,23,Baja,Soleado
Martes,6:00,9:00,Héroes,Portal Norte,67,Alta,Soleado
Lunes,9:00,12:00,Av. Jiménez,Calle 72,71,Alta,Soleado
Domingo,9:00,12:00,Calle 26,Calle 72,40,Baja,Soleado
Martes,21:00,24:00,Calle 100,Portal Sur,2,Baja,Lluvioso
Lunes,9:00,12:00,Portal Sur,Portal Norte,56,Moderada,Lluvioso
Jueves,18:00,21:00,Calle 26,Portal Norte,21,Baja,Nublado
Miércoles,15:00,18:00,Calle 72,Portal Sur,1,Baja,Nublado
Martes,18:00,21:00,Calle 100,Portal Norte,65,Alta,Lluvioso
Jueves,12:00,15:00,Calle 72,Calle 26,60,Moderada,Lluvioso
Viernes,15:00,18:00,Av. Jiménez,Héroes,40,Moderada,Nublado
Lunes,21:00,24:00,Héroes,Calle 72,40,Moderada,Lluvioso
Sábado,18:00,21:00,Calle 100,Portal Sur,90,Alta,Lluvioso
Jueves,9:00,12:00,Portal Sur,Portal Norte,53,Moderada,Lluvioso
Lunes,21:00,24:00,Portal Sur,Portal Norte,6,Baja,Lluvioso
Domingo,21:00,24:00,Av. Jiménez,Portal Sur,22,Baja,Soleado
Viernes,15:00,18:00,Portal Norte,Calle 100,91,Alta,Lluvioso
Viernes,18:00,21:00,Portal Sur,Calle 26,3,Baja,Lluvioso
Lunes,15:00,18:00,Calle 72,Héroes,28,Moderada,Soleado
Lunes,21:00,24:00,Calle 72,Calle 100,40,Moderada,Nublado
Martes,9:00,12:00,Av. Jiménez,Héroes,40,Moderada,Nublado
Lunes,18:00,21:00,Calle 26,Calle 100,12,Baja,Lluvioso
Martes,15:00,18:00,Héroes,Calle 72,89,Alta,Lluvioso
Viernes,21:00,24:00,Av. Jiménez,Héroes,57,Moderada,Lluvioso
Lunes,12:00,15:00,Calle 100,Portal Norte,14,Baja,Nublado
Lunes,15:00,18:00,Calle 72,Av. Jiménez,81,Alta,Nublado
Miércoles,15:00,18:00,Av. Jiménez,Portal Norte,89,Alta,Lluvioso
Domingo,18:00,21:00,Portal Norte,Portal Sur,80,Alta,Nublado
Domingo,15:00,18:00,Av. Jiménez,Portal Sur,41,Moderada,Nublado
Miércoles,18:00,21:00,Héroes,Calle 72,41,Moderada,Nublado
Lunes,15:00,18:00,Héroes,Portal Sur,4,Baja,Lluvioso
Domingo,21:00,24:00,Calle 26,Av. Jiménez,15,Baja,Soleado
